accuracy,auc,dataset,f1,false_negative,false_negative_rate,false_positive,false_positive_rate,feature_set,model,precision,quantization,random_seed,recall,split,true_negative,true_positive
0.9328622512703817,0.9844921316407844,UNSW-NB15,0.9507303394299585,5762,0.04828181429684685,6010,0.10732142857142857,unsw_all_csv_preprocessed,logistic,0.9497445417220647,FP32 software,42,0.9517181857031531,train,49990,113579
0.8355196035563329,0.9559556038214161,UNSW-NB15,0.8616949567988235,3146,0.06939909997352864,10396,0.28097297297297297,unsw_all_csv_preprocessed,logistic,0.8022897569510479,FP32 software,42,0.9306009000264713,test,26604,42186
0.9458654849692885,0.9897936373351512,UNSW-NB15,0.9605676398743748,3729,0.031246595889090924,5763,0.10291071428571429,unsw_all_csv_preprocessed,mlp,0.952519052523172,FP32 software,42,0.968753404110909,train,50237,115612
0.856957197687412,0.9737938119006679,UNSW-NB15,0.8822782659109765,1200,0.026471366804906027,10577,0.28586486486486484,unsw_all_csv_preprocessed,mlp,0.806668007092069,FP32 software,42,0.973528633195094,test,26423,44132
